prop_address_zipcode_1,pin,year,board_tot,board_tot_num
60618,13251330180000,2020,39600,39600
60618,14193230120000,2017,72878,72878
60618,13233130120000,2019,37561,37561
60618,13232010250000,2019,37278,37278
60618,14193120120000,2020,53639,53639
60618,14301090551013,2017,49911,49911
60618,13261120070000,2020,26978,26978
60618,13133010441008,2020,12375,12375
60618,13134040100000,2020,51728,51728
60618,13252000040000,2019,37964,37964
60618,13261000301051,2016,11840,11840
60618,13233150150000,2020,25210,25210
60618,13134190040000,2020,49814,49814
60618,13133010441009,2020,12594,12594
60618,14193300521001,2020,38206,38206
60618,13233290030000,2017,33164,33164
60618,14193210451002,2019,43664,43664
60618,13143290120000,2016,34537,34537
60618,13143080311005,2016,28870,28870
60618,14193020370000,2020,55060,55060
60618,13243120240000,2020,38358,38358
60618,13143150110000,2020,34660,34660
60618,13234080210000,2020,27339,27339
60618,14301160480000,2020,38861,38861
60618,13241210040000,2020,33992,33992
60618,13133000461002,2016,18110,18110
60618,13241070030000,2019,97207,97207
60618,13233070441003,2019,10781,10781
60618,14193270481002,2020,32357,32357
60618,13232080370000,2019,36874,36874
60618,13243110150000,2019,44709,44709
60618,14193240470000,2019,65500,65500
60618,14301060400000,2019,118366,118366
60618,13143210181006,2020,25969,25969
60618,13241050320000,2016,38247,38247
60618,13261050420000,2017,2866,2866
60618,13133030381004,2017,12785,12785
60618,13132290341009,2016,37241,37241
60618,13244041231019,2019,30261,30261
60618,13262000481002,2019,32956,32956
60618,14193160370000,2020,45129,45129
60618,13243090281018,2020,25251,25251
60618,13144120431017,2020,2742,2742
60618,13261110010000,2020,29620,29620
60618,13132330351004,2020,42673,42673
60618,14183020140000,2020,48696,48696
60618,13252100370000,2020,42771,42771
60618,13261270400000,2020,5215,5215
60618,13133140440000,2016,61848,61848
60618,14193220350000,2016,52604,52604
60618,13251220521005,2016,712,712
60618,13231280120000,2016,27599,27599
60618,14183080010000,2020,66451,66451
60618,13243060410000,2020,30232,30232
60618,13241140040000,2020,31707,31707
60618,13233220040000,2019,29907,29907
60618,13243020230000,2019,44026,44026
60618,13144130080000,2019,26404,26404
60618,13232190391005,2019,7494,7494
60618,14193150290000,2019,51458,51458
60618,13143130260000,2017,31588,31588
60618,14193280460000,2017,2794,2794
60618,13233280350000,2020,24105,24105
60618,13144140130000,2020,41337,41337
60618,13251130420000,2020,38320,38320
60618,13234060250000,2020,20679,20679
60618,13261040250000,2020,17592,17592
60618,14183210590000,2020,95281,95281
60618,13241080391021,2019,1611,1611
60618,14183210470000,2019,112120,112120
60618,13262140520000,2020,54271,54271
60618,13241280160000,2020,46279,46279
60618,13262180780000,2018,29728,29728
60618,13233310220000,2018,32434,32434
60618,13134130330000,2018,58484,58484
60618,13143230120000,2020,62623,62623
60618,13133220090000,2020,35200,35200
60618,13261200320000,2020,29372,29372
60618,13251020220000,2018,39844,39844
60618,13133130160000,2017,41173,41173
60618,13131290391036,2016,14606,14606
60618,13231010070000,2017,33980,33980
60618,13241010030000,2020,61000,61000
60618,14183030520000,2019,95762,95762
60618,13252060210000,2019,19409,19409
60618,13233280130000,2019,31845,31845
60618,13251170390000,2017,41501,41501
60618,13144230330000,2020,46861,46861
60618,13133080371033,2020,2374,2374
60618,13133190390000,2019,35735,35735
60618,13262000140000,2019,36162,36162
60618,13142210230000,2019,91422,91422
60618,13244041510000,2019,40903,40903
60618,13144200120000,2020,25047,25047
60618,13133160040000,2020,28232,28232
60618,13233020080000,2020,34027,34027
60618,13252160480000,2020,40889,40889
60618,14301010381008,2020,18590,18590
60618,13133070190000,2018,83370,83370
60618,14193110240000,2018,73695,73695
60618,14193290140000,2020,75377,75377
60618,14193200680000,2020,74955,74955
60618,13133160210000,2017,41208,41208
60618,13142260320000,2020,26870,26870
60618,13133010421003,2019,17607,17607
60618,13133270311015,2016,20430,20430
60618,14191150391001,2017,75914,75914
60618,13261050190000,2020,28268,28268
60618,13134160331006,2016,37073,37073
60618,14301220471003,2016,45465,45465
60618,13242080381013,2016,13713,13713
60618,13232270330000,2020,36314,36314
60618,13231140160000,2020,39160,39160
60618,13261000301226,2017,828,828
60618,13134040180000,2017,46642,46642
60618,13143330150000,2020,38493,38493
60618,13232100190000,2020,39842,39842
60618,13133290371009,2016,27140,27140
60618,13133020070000,2016,40272,40272
60618,13233110200000,2020,39265,39265
60618,13251300421015,2019,12527,12527
60618,13144310030000,2016,5362,5362
60618,13143010050000,2016,26791,26791
60618,14301060931010,2016,21565,21565
60618,14183200440000,2016,97151,97151
60618,13243240140000,2016,51414,51414
60618,13241180310000,2016,32636,32636
60618,13262250290000,2019,34007,34007
60618,14301100040000,2017,47809,47809
60618,13231280350000,2016,50249,50249
60618,13252300110000,2016,35819,35819
60618,13231150321002,2017,16519,16519
60618,13261000301160,2020,18351,18351
60618,13261000301278,2020,1474,1474
60618,13144260340000,2020,27018,27018
60618,13133060260000,2019,49735,49735
60618,14183000240000,2016,121633,121633
60618,13232280170000,2016,40646,40646
60618,14301200280000,2020,71039,71039
60618,13231250190000,2020,63942,63942
60618,13252100431016,2020,2521,2521
60618,13142210261066,2020,1038,1038
60618,13233220350000,2020,34072,34072
60618,13233160070000,2020,35229,35229
60618,14183070201001,2020,40902,40902
60618,13144200270000,2020,27326,27326
60618,14302130491004,2016,34095,34095
60618,13261090330000,2016,34345,34345
60618,13252260270000,2016,37455,37455
60618,13262040350000,2018,24773,24773
60618,14301170411020,2020,26222,26222
60618,14193070160000,2020,29458,29458
60618,14183260160000,2019,62795,62795
60618,14193220400000,2019,71908,71908
60618,13252160501002,2018,1201,1201
60618,13233050210000,2018,35975,35975
60618,13241030270000,2019,11101,11101
60618,13143170250000,2019,42220,42220
60618,13251070200000,2019,35624,35624
60618,13133090351017,2019,997,997
60618,13252100431019,2018,2789,2789
60618,14191110300000,2020,60075,60075
60618,13241250150000,2020,33124,33124
60618,13133150571006,2020,19415,19415
60618,14183200401022,2020,1550,1550
60618,14183200401004,2020,31906,31906
60618,13143130300000,2019,33830,33830
60618,13251040030000,2017,40705,40705
60618,13233140410000,2018,56662,56662
60618,13133040381016,2018,16643,16643
60618,14193200591001,2017,41938,41938
60618,14183080070000,2020,56603,56603
60618,13143130060000,2020,30900,30900
60618,13242000080000,2020,0,0
60618,13134080310000,2020,48170,48170
60618,14301190431023,2020,1811,1811
60618,13251030270000,2018,49436,49436
60618,13144190160000,2018,44654,44654
60618,13143140140000,2018,38902,38902
60618,13144290110000,2018,31300,31300
60618,13242060330000,2020,202382,202382
60618,14301160251040,2020,20103,20103
60618,14301190431006,2020,23861,23861
60618,13231040160000,2020,37774,37774
60618,14191310230000,2019,76584,76584
60618,14193050060000,2019,83962,83962
60618,13231040190000,2018,0,0
60618,13134120210000,2018,56910,56910
60618,13133070330000,2020,0,0
60618,14301160251042,2020,31560,31560
60618,14193290441022,2016,1342,1342
60618,13143070340000,2016,23641,23641
60618,14301110340000,2016,84736,84736
60618,14193050271001,2016,52700,52700
60618,13233240240000,2016,32276,32276
60618,13233040010000,2019,0,0
60618,14183210010000,2019,62453,62453
60618,13261080210000,2020,34987,34987
60618,14191110310000,2020,59668,59668
60618,13261190350000,2017,37470,37470
60618,14193220180000,2017,14260,14260
60618,14301170411046,2017,26196,26196
60618,13251230440000,2017,37941,37941
60618,13261080420000,2017,36716,36716
60618,13144140170000,2020,32692,32692
60618,14191220200000,2020,144249,144249
60618,13134140280000,2019,86552,86552
60618,14192170501006,2019,52250,52250
60618,13261080410000,2017,34959,34959
60618,14301070381004,2019,35131,35131
60618,13144280380000,2020,33385,33385
60618,13132260390000,2020,425968,425968
60618,14191020371002,2016,44499,44499
60618,14183230121065,2016,19388,19388
60618,13144280030000,2020,25096,25096
60618,13232270170000,2020,28175,28175
60618,13232220351004,2020,27406,27406
60618,14193290350000,2017,67546,67546
60618,14193240380000,2017,70699,70699
60618,14301190461016,2016,1701,1701
60618,14193080491001,2016,53749,53749
60618,13233020320000,2016,28593,28593
60618,13261280420000,2016,26435,26435
60618,13251320471005,2020,1038,1038
60618,14301060931053,2020,3038,3038
60618,13133100431002,2018,10994,10994
60618,14183230121066,2018,19732,19732
60618,13251340320000,2017,7875,7875
60618,13143050120000,2018,29469,29469
60618,14301040430000,2018,96500,96500
60618,14193310361071,2016,1303,1303
60618,13262160580000,2016,32097,32097
60618,13133180090000,2019,43920,43920
60618,13232020370000,2019,36143,36143
60618,14183240490000,2020,93638,93638
60618,13243240010000,2019,16850,16850
60618,13143220130000,2019,46941,46941
60618,13233100200000,2017,33350,33350
60618,13262140760000,2019,33188,33188
60618,14193020190000,2020,64504,64504
60618,13261140150000,2018,43633,43633
60618,14193200541004,2020,56834,56834
60618,14191230381003,2020,58802,58802
60618,13241310421012,2017,15303,15303
60618,14191140190000,2017,61552,61552
60618,13133070461001,2020,30102,30102
60618,14191290290000,2020,56992,56992
60618,13243120280000,2018,44580,44580
60618,14191020371003,2018,45870,45870
60618,13232060300000,2019,36607,36607
60618,13262170200000,2019,31529,31529
60618,14183150501003,2019,66289,66289
60618,13261220320000,2019,7309,7309
60618,13251030190000,2016,38344,38344
60618,13233010140000,2020,31482,31482
60618,14183170450000,2020,102170,102170
60618,13261280150000,2019,30502,30502
60618,13143320040000,2020,190000,190000
60618,13134180280000,2020,7833,7833
60618,13244000050000,2019,0,0
60618,13252190280000,2016,36659,36659
60618,13144290260000,2020,6875,6875
60618,14301190471001,2020,20334,20334
60618,13241300461007,2020,6710,6710
60618,13133160260000,2016,45047,45047
60618,14183030220000,2016,105364,105364
60618,13242070300000,2016,69372,69372
60618,13243070170000,2016,34101,34101
60618,13233240060000,2017,35086,35086
60618,13262290411003,2017,25823,25823
60618,13252000090000,2017,47282,47282
60618,13144290481113,2017,784,784
60618,13144090120000,2019,24634,24634
60618,13252100431010,2019,40450,40450
60618,13243140420000,2019,40585,40585
60618,13233000311021,2019,20464,20464
60618,13261080500000,2019,63531,63531
60618,14183000280000,2020,96662,96662
60618,14191270200000,2019,64728,64728
60618,13252250080000,2020,39366,39366
60618,13133300311023,2018,23063,23063
60618,13252150330000,2019,29279,29279
60618,13261000301277,2019,1650,1650
60618,13252290320000,2019,44805,44805
60618,13233120190000,2019,60116,60116
60618,13261120541001,2019,24142,24142
60618,14193170411001,2019,28280,28280
60618,13261000301291,2019,649,649
60618,13261000301075,2019,15254,15254
60618,14191270170000,2019,69292,69292
60618,13262090110000,2019,30743,30743
60618,13133020441004,2017,5817,5817
60618,13261000301178,2019,1650,1650
60618,13233120370000,2019,35411,35411
60618,14183270010000,2019,111928,111928
60618,14193030210000,2016,168200,168200
60618,13261230220000,2016,30082,30082
60618,13134130350000,2020,39668,39668
60618,13241260160000,2019,37754,37754
60618,13233210180000,2019,50681,50681
60618,13133200230000,2019,24145,24145
60618,13134030480000,2016,46865,46865
60618,14193080230000,2016,48497,48497
60618,13133040371004,2017,29351,29351
60618,13134170240000,2017,33368,33368
60618,13261220711002,2017,25597,25597
60618,13261220721001,2017,15463,15463
60618,13234090090000,2020,29794,29794
60618,13241090050000,2020,26658,26658
60618,13133160080000,2019,44423,44423
60618,13252300360000,2019,38402,38402
60618,14301170411051,2019,32246,32246
60618,13241100190000,2020,32985,32985
60618,13233120400000,2017,4270,4270
60618,14183270291003,2017,26024,26024
60618,14192110030000,2020,8747,8747
60618,13131250220000,2020,79267,79267
60618,13242050320000,2017,15492,15492
60618,14191160360000,2017,50740,50740
60618,14193290030000,2016,13800,13800
60618,13143330321006,2017,8532,8532
60618,14191050230000,2017,64082,64082
60618,14193290551015,2019,52138,52138
60618,13251360130000,2019,49777,49777
60618,13243240151005,2019,37405,37405
60618,13262290040000,2016,22903,22903
60618,13144030270000,2020,45194,45194
60618,13233320310000,2020,107000,107000
60618,14183130110000,2016,55761,55761
60618,14301050290000,2016,52429,52429
60618,13251020140000,2016,65096,65096
60618,13251190050000,2016,33488,33488
60618,13143140240000,2019,42535,42535
60618,13233050260000,2017,26050,26050
60618,13134040540000,2017,67688,67688
60618,13231140320000,2018,5132,5132
60618,13131310300000,2018,155043,155043
60618,13143070401057,2017,652,652
60618,13133080371008,2016,12890,12890
60618,13143010250000,2016,34729,34729
60618,14301200180000,2016,53402,53402
60618,13251020200000,2020,33022,33022
60618,13134040110000,2020,37877,37877
60618,13261190290000,2020,33000,33000
60618,13251190431013,2020,16831,16831
60618,13143050401015,2020,829,829
60618,13242080381017,2019,10219,10219
60618,13133280461017,2020,23187,23187
60618,13144270390000,2020,52870,52870
60618,14193250471005,2020,20973,20973
60618,13252060310000,2017,109503,109503
60618,13144270070000,2017,24249,24249
60618,14193090440000,2017,64767,64767
60618,14193100461012,2017,15900,15900
60618,14301190481032,2016,1996,1996
60618,13133230330000,2019,23067,23067
60618,14183110330000,2019,53436,53436
60618,13251350010000,2019,0,0
60618,13143020320000,2019,6875,6875
60618,13143040010000,2019,48881,48881
60618,13241060170000,2019,25137,25137
60618,13243160351003,2019,26659,26659
60618,13134080200000,2020,39225,39225
60618,13232290330000,2020,28698,28698
60618,13251130330000,2020,34323,34323
60618,14191260200000,2016,96585,96585
60618,13261050110000,2016,30514,30514
60618,13231040060000,2016,35056,35056
60618,14191300390000,2019,54330,54330
60618,13261050240000,2017,4950,4950
60618,13241000250000,2017,31748,31748
60618,13242070250000,2017,69017,69017
60618,13144010240000,2017,59820,59820
60618,14301100220000,2019,110303,110303
60618,13134090068003,2019,19082,19082
60618,13241070080000,2019,51182,51182
60618,13262240070000,2016,35664,35664
60618,13144290481025,2020,18623,18623
60618,13143210020000,2020,47786,47786
60618,13262160390000,2020,28672,28672
60618,13231160220000,2020,53698,53698
60618,13144290481048,2020,17707,17707
60618,14302210551001,2017,31874,31874
60618,13241140150000,2019,38158,38158
60618,13144170380000,2019,7078,7078
60618,13144050260000,2019,35326,35326
60618,13134080440000,2019,84227,84227
60618,13144290481072,2019,1363,1363
60618,13133260371005,2019,17535,17535
60618,13234060770000,2019,46448,46448
60618,13144290481047,2020,15258,15258
60618,14183230121013,2020,20406,20406
60618,14301020471001,2020,50786,50786
60618,13232050180000,2019,36098,36098
60618,13261160500000,2019,44806,44806
60618,13261210130000,2020,23058,23058
60618,13144290481029,2020,21062,21062
60618,14301160251065,2019,34901,34901
60618,13133050271004,2019,26134,26134
60618,13232130120000,2017,26897,26897
60618,13133170380000,2017,41589,41589
60618,13241300030000,2019,32400,32400
60618,13242060300000,2019,120624,120624
60618,13133170391012,2019,15999,15999
60618,13251230100000,2020,37083,37083
60618,13241010280000,2019,49865,49865
60618,14193100461002,2019,20981,20981
60618,14301060580000,2019,55816,55816
60618,13144260200000,2019,49284,49284
60618,13261280330000,2019,32826,32826
60618,14301020471008,2019,45908,45908
60618,13252100471002,2017,32623,32623
60618,13251360180000,2017,38044,38044
60618,13133180130000,2017,28316,28316
60618,14301160251056,2019,31077,31077
60618,13234080640000,2019,29567,29567
60618,14193270200000,2019,62894,62894
60618,13143040240000,2016,29532,29532
60618,13143270280000,2019,24608,24608
60618,13234080230000,2017,22489,22489
60618,13133190320000,2020,42148,42148
60618,14193160230000,2020,46324,46324
60618,13261050080000,2020,35701,35701
60618,13262150280000,2020,31858,31858
60618,13133070400000,2020,153900,153900
60618,13244060260000,2020,41329,41329
60618,13251100160000,2020,36434,36434
60618,13241250130000,2018,49050,49050
60618,13243170070000,2018,70059,70059
60618,13144080270000,2018,37020,37020
60618,14301080491006,2019,36306,36306
60618,14192250371008,2019,2136,2136
60618,14301170421006,2020,35904,35904
60618,13241130310000,2019,49259,49259
60618,13231280530000,2016,6388,6388
60618,13241310090000,2016,30969,30969
60618,14183140460000,2016,0,0
60618,13144010210000,2020,73116,73116
60618,13262270441013,2017,10950,10950
60618,13243180420000,2017,208673,208673
60618,13261280110000,2020,27629,27629
60618,13241280280000,2020,29907,29907
60618,13262110020000,2017,0,0
60618,13144290080000,2020,69750,69750
60618,14191180030000,2020,150615,150615
60618,14301060890000,2020,53730,53730
60618,13133280461044,2016,2441,2441
60618,13143070380000,2019,38479,38479
60618,13144270150000,2019,31181,31181
60618,14301110130000,2020,56314,56314
60618,14193280310000,2019,115200,115200
60618,13233070070000,2017,34069,34069
60618,13144040301005,2016,21827,21827
60618,13251040420000,2016,246796,246796
60618,13261100080000,2016,27106,27106
60618,13232190391008,2016,5621,5621
60618,13261110030000,2017,36774,36774
60618,13252190120000,2020,63750,63750
60618,13144220441004,2020,13686,13686
60618,13232160070000,2019,35694,35694
60618,13261080240000,2019,37555,37555
60618,13144290481113,2016,784,784
60618,14191240150000,2016,52009,52009
60618,13252290370000,2016,28602,28602
60618,13133170320000,2017,28169,28169
60618,13262180240000,2019,46825,46825
60618,14193010110000,2019,74677,74677
60618,13231220320000,2020,35216,35216
60618,13134040280000,2020,43333,43333
60618,14193210170000,2020,68167,68167
60618,13261050030000,2020,28415,28415
60618,13144220421003,2016,61074,61074
60618,14193260170000,2018,64694,64694
60618,13262200060000,2020,27219,27219
60618,13252040090000,2020,40342,40342
60618,13233220330000,2020,20768,20768
60618,13133070020000,2020,82461,82461
60618,13251200270000,2019,104756,104756
60618,13141280300000,2019,310023,310023
60618,13243240110000,2019,119327,119327
60618,13251250020000,2020,3348,3348
60618,14183000431006,2020,2996,2996
60618,13261160751002,2017,16796,16796
60618,13262150730000,2020,22298,22298
60618,13261100350000,2020,27940,27940
60618,14183040200000,2016,33826,33826
60618,14193070110000,2016,59395,59395
60618,13252010431003,2017,24438,24438
60618,13241140290000,2017,67062,67062
60618,14191200070000,2017,51616,51616
60618,13134030200000,2019,4512,4512
60618,14183140280000,2016,150153,150153
60618,13262270430000,2017,37020,37020
60618,13241020070000,2020,44373,44373
60618,13133100431004,2020,7557,7557
60618,13262290411016,2018,16521,16521
60618,13231000150000,2017,48850,48850
60618,13233290160000,2017,36732,36732
60618,14301200210000,2019,69406,69406
60618,13143220080000,2016,45837,45837
60618,13231230120000,2020,28464,28464
60618,13243030440000,2018,67240,67240
60618,13133170391002,2018,15999,15999
60618,13242090250000,2020,18481,18481
60618,13243160361006,2020,26809,26809
60618,13133310421011,2017,17291,17291
60618,13233140100000,2017,29373,29373
60618,13144220280000,2019,26859,26859
60618,13243080060000,2019,53598,53598
60618,13262250020000,2019,40626,40626
60618,13252290370000,2017,28602,28602
60618,13252280140000,2016,34096,34096
60618,13133150601006,2016,27650,27650
60618,13232080290000,2020,35890,35890
60618,13231160240000,2017,4795,4795
60618,13131290401002,2019,45209,45209
60618,14191310050000,2019,62545,62545
60618,13143240110000,2020,26923,26923
60618,14183280031038,2020,1246,1246
60618,13143020350000,2020,40779,40779
60618,14183280031021,2020,34407,34407
60618,13144200290000,2018,43563,43563
60618,13243140390000,2017,30339,30339
60618,14183280031033,2020,112226,112226
60618,14301080511003,2016,46102,46102
60618,13133150591003,2019,25503,25503
60618,14301050190000,2017,53934,53934
60618,14183030170000,2017,52838,52838
60618,14183010280000,2019,109983,109983
60618,13144150040000,2019,31935,31935
60618,14193300531002,2017,38499,38499
60618,13143270300000,2020,60589,60589
60618,13134030410000,2020,45169,45169
60618,13133170391006,2020,14179,14179
60618,13233100010000,2018,59227,59227
60618,13261150010000,2018,30640,30640
60618,14193090430000,2018,87783,87783
60618,13244042030000,2019,46207,46207
60618,13241250040000,2019,36315,36315
60618,16113120360000,2019,0,0
60618,13133210391001,2017,51689,51689
60618,13262020010000,2019,169806,169806
60618,14193110250000,2019,66471,66471
60618,13143280130000,2018,70303,70303
60618,13134060490000,2017,45496,45496
60618,13133290371006,2017,27140,27140
60618,13243140490000,2020,40680,40680
60618,13133060220000,2020,22806,22806
60618,14193180491002,2020,41320,41320
60618,13262010451012,2016,15370,15370
60618,13252270200000,2016,37084,37084
60618,13231220270000,2020,40425,40425
60618,14193290441022,2017,1342,1342
60618,14301180301038,2016,32117,32117
60618,13233000321003,2016,14791,14791
60618,14301220501003,2019,45326,45326
60618,14193070100000,2019,73591,73591
60618,13144100360000,2020,39399,39399
60618,13244060471041,2020,2734,2734
60618,13232220331005,2020,25199,25199
60618,13232030150000,2020,29861,29861
60618,13133010441014,2020,9855,9855
60618,13133020310000,2019,27438,27438
60618,13241310050000,2017,32877,32877
60618,13233020130000,2019,26679,26679
60618,13243090260000,2019,70996,70996
60618,13143030340000,2019,39161,39161
60618,14193290461006,2019,38133,38133
60618,14193120501003,2019,66464,66464
60618,13134160331005,2017,35059,35059
60618,13144190431018,2018,16586,16586
60618,14193040260000,2016,49416,49416
60618,13244041650000,2016,30590,30590
60618,13252110160000,2016,29988,29988
60618,13261190180000,2016,33983,33983
60618,13262160180000,2018,30809,30809
60618,13134020180000,2016,33925,33925
60618,13242090400000,2016,204894,204894
60618,13233000170000,2018,48626,48626
60618,13133300311039,2020,22369,22369
60618,13234060590000,2016,22695,22695
60618,13233300200000,2016,33947,33947
60618,13233270020000,2019,43021,43021
60618,13233310140000,2019,44125,44125
60618,13242080100000,2019,57876,57876
60618,13252260341006,2019,28727,28727
60618,14301020210000,2020,63889,63889
60618,13251090490000,2020,39083,39083
60618,14191070140000,2016,51260,51260
60618,13251120030000,2016,34207,34207
60618,13241000100000,2016,114958,114958
60618,14191250160000,2020,67098,67098
60618,13231150020000,2020,42663,42663
60618,13134080480000,2020,45400,45400
60618,13234090820000,2020,30281,30281
60618,14301160231064,2020,25020,25020
60618,13134110470000,2017,110312,110312
60618,13133140230000,2017,36774,36774
60618,13231270190000,2016,29583,29583
60618,14301110100000,2018,72697,72697
60618,14191010391008,2018,22769,22769
60618,13143150130000,2016,27831,27831
60618,14301190521037,2017,20764,20764
60618,13144260410000,2020,40554,40554
60618,13133040240000,2020,43402,43402
60618,13143250310000,2016,21874,21874
60618,13142210261060,2016,849,849
60618,13143020050000,2016,43139,43139
60618,13133150080000,2019,32502,32502
60618,13243240120000,2020,25215,25215
60618,14191240130000,2020,78255,78255
60618,13251210230000,2020,32625,32625
60618,13243230020000,2020,92555,92555
60618,13144160420000,2018,41360,41360
60618,13261210170000,2017,31762,31762
60618,13242110100000,2016,105046,105046
60618,13241020140000,2019,60382,60382
60618,14302200481001,2017,45846,45846
60618,14193000020000,2016,34879,34879
60618,13241170070000,2020,46800,46800
60618,13143070401006,2019,23578,23578
60618,13233230120000,2016,0,0
60618,14191020330000,2020,20956,20956
60618,13262080110000,2020,21464,21464
60618,13134110480000,2020,109840,109840
60618,13133080371022,2020,2137,2137
60618,14301010381006,2020,18719,18719
60618,13262290100000,2020,2499,2499
60618,13133110330000,2019,42060,42060
60618,13233140070000,2020,38387,38387
60618,13233200170000,2020,35524,35524
60618,13133100390000,2020,26360,26360
60618,13244060200000,2020,36701,36701
60618,13233180130000,2017,31770,31770
60618,13262140340000,2020,30001,30001
60618,13243050710000,2020,43846,43846
60618,13134140120000,2016,41558,41558
60618,14193220370000,2016,35977,35977
60618,13234090880000,2016,24812,24812
60618,14191100080000,2020,54533,54533
60618,13252010490000,2020,0,0
60618,14192090251001,2020,78211,78211
60618,13251320140000,2017,43386,43386
60618,13261000301227,2017,828,828
60618,13241260120000,2016,35501,35501
60618,14302170481009,2020,2244,2244
60618,13133250371007,2020,13918,13918
60618,13261000301122,2017,7341,7341
60618,13233320160000,2017,47697,47697
60618,13261000301203,2017,828,828
60618,14191150260000,2017,65918,65918
60618,14193120491006,2019,63079,63079
60618,14183190531002,2018,51844,51844
60618,13241180391003,2016,17999,17999
60618,14183000300000,2017,46099,46099
60618,13143240330000,2016,38111,38111
60618,14183170150000,2016,48729,48729
60618,14183000300000,2016,46099,46099
60618,13144120431006,2019,13579,13579
60618,13144170110000,2019,23559,23559
60618,13262160090000,2019,63459,63459
60618,14183220340000,2020,83749,83749
60618,13241210400000,2020,30197,30197
60618,13142210261045,2020,1038,1038
60618,13233250280000,2020,12862,12862
60618,13261000301156,2020,18083,18083
60618,13252260341011,2020,1235,1235
60618,13261000301093,2020,21063,21063
60618,13261000301354,2020,736,736
60618,13261000301057,2020,14297,14297
60618,13233220160000,2020,30885,30885
60618,13243100320000,2020,60058,60058
60618,13261000301260,2020,1474,1474
60618,13143070401002,2016,13149,13149
60618,13132330371006,2017,54760,54760
60618,14301030511001,2016,40494,40494
60618,13143130300000,2016,33156,33156
60618,14191060270000,2016,73786,73786
60618,13241180391008,2016,17999,17999
60618,14193280381003,2019,46795,46795
60618,13251040330000,2020,62670,62670
60618,13133040351006,2016,26012,26012
60618,14193020401005,2020,11402,11402
60618,13133040230000,2020,29703,29703
60618,14191150130000,2017,3422,3422
60618,13261160620000,2020,18012,18012
60618,13232130290000,2020,33670,33670
60618,13241050080000,2016,27172,27172
60618,13141210190000,2019,26379,26379
60618,13232170200000,2019,33878,33878
60618,14183000270000,2020,105462,105462
60618,14183200340000,2018,70614,70614
60618,13232240270000,2020,35274,35274
60618,13262150650000,2017,24321,24321
60618,13233230080000,2017,39489,39489
60618,13134060030000,2016,38370,38370
60618,14193090170000,2016,49000,49000
60618,13232090120000,2016,4769,4769
60618,14183170320000,2019,61922,61922
60618,13144230080000,2017,30566,30566
60618,13241200210000,2017,31063,31063
60618,13244060491006,2017,33315,33315
60618,13143060140000,2020,22981,22981
60618,13251080210000,2020,41619,41619
60618,13231030300000,2017,0,0
60618,14183160480000,2017,50262,50262
60618,13133280300000,2019,29280,29280
60618,14191200100000,2017,49145,49145
60618,14191210040000,2017,52143,52143
60618,13232130461002,2020,16445,16445
60618,14183210601003,2019,31394,31394
60618,13261180240000,2017,33229,33229
60618,13261130340000,2020,31816,31816
60618,14301190431021,2020,1811,1811
60618,13244041970000,2017,30621,30621
60618,13262130450000,2017,33303,33303
60618,13232310140000,2020,27533,27533
60618,13262160360000,2018,30234,30234
60618,13144200390000,2016,27943,27943
60618,14193220050000,2016,51265,51265
60618,14191110250000,2016,55138,55138
60618,13242020380000,2016,69373,69373
60618,14301170411005,2017,24614,24614
60618,14193020350000,2020,113399,113399
60618,13252100040000,2017,34653,34653
60618,13134070410000,2017,84769,84769
60618,14183230110000,2020,0,0
60618,13244060210000,2016,24998,24998
60618,13242090320000,2020,18522,18522
60618,14193100180000,2016,41569,41569
60618,13231120140000,2016,30118,30118
60618,13244020020000,2020,0,0
60618,13262010090000,2020,34344,34344
60618,13233280040000,2017,15625,15625
60618,13232130050000,2020,31381,31381
60618,13262180210000,2020,35891,35891
60618,14302200521001,2019,42591,42591
60618,13241230200000,2017,35690,35690
60618,13133240230000,2017,26814,26814
60618,13262140180000,2017,27099,27099
60618,13234090030000,2019,37132,37132
60618,13262020290000,2019,34124,34124
60618,13144090060000,2020,22730,22730
60618,14301060931022,2020,21729,21729
60618,13232280180000,2018,65735,65735
60618,13133090351001,2020,13696,13696
60618,14193010200000,2019,97225,97225
60618,14193140150000,2019,57914,57914
60618,13261050070000,2019,27465,27465
60618,13262130090000,2019,45197,45197
60618,13261190310000,2019,39469,39469
60618,13262220250000,2020,26628,26628
60618,13243160351004,2016,24781,24781
60618,13261070451003,2016,23108,23108
60618,13143150030000,2020,34128,34128
60618,13232050210000,2017,31860,31860
60618,14193230541002,2017,63967,63967
60618,13262180650000,2019,0,0
60618,14301050290000,2019,49494,49494
60618,13251150150000,2017,33436,33436
60618,13133280461026,2017,2535,2535
60618,13134100210000,2017,83907,83907
60618,14183100260000,2017,63138,63138
60618,13243110280000,2017,32313,32313
60618,13234070290000,2017,0,0
60618,13241310421027,2017,1117,1117
60618,13241310421009,2017,12777,12777
60618,13133280461021,2017,21433,21433
60618,13251100210000,2019,64713,64713
60618,13131290330000,2019,61125,61125
60618,13232050400000,2017,30537,30537
60618,14191260390000,2017,60780,60780
60618,13252150010000,2016,46485,46485
60618,13251320320000,2016,30948,30948
60618,13262070180000,2020,34839,34839
60618,14183210601014,2020,36820,36820
60618,13231090200000,2017,28477,28477
60618,13233160420000,2020,872,872
60618,13261130220000,2017,34213,34213
