prop_address_zipcode_1,pin,year
60647,14313310210000,2019
60647,14311310351011,2019
60647,13361150170000,2020
60647,13254090321004,2020
60647,13264130321002,2022
60647,14313190481021,2022
60647,13361130320000,2019
60647,14313210710000,2019
60647,14313100571052,2019
60647,14313200410000,2019
60647,14311240250000,2019
60647,13354230090000,2020
60647,13361060901004,2020
60647,14313130341050,2017
60647,13362280411043,2022
60647,14314160581002,2022
60647,13362280411045,2022
60647,14303010280000,2022
60647,13253250380000,2021
60647,13361160571002,2017
60647,13362240340000,2017
60647,14311280190000,2017
60647,13364210401095,2019
60647,13254180250000,2019
60647,14313020010000,2019
60647,13353260910000,2016
60647,13364250350000,2021
60647,13364250170000,2021
60647,13361130891020,2021
60647,13352140180000,2021
60647,13352110080000,2021
60647,14313320470000,2021
60647,13253000260000,2017
60647,13364320010000,2017
60647,13361110221004,2019
60647,13263200330000,2022
60647,13362030140000,2017
60647,13361240120000,2017
60647,14313330291007,2017
60647,13353050470000,2021
60647,13362200070000,2021
60647,13352080080000,2021
60647,13354020080000,2020
60647,13364140550000,2020
60647,14311290450000,2020
60647,13263030320000,2021
60647,13361160520000,2021
60647,13253030200000,2021
60647,13351080090000,2022
60647,13263280110000,2022
60647,14313270581004,2017
60647,13354060420000,2022
60647,13263220190000,2021
60647,13352080321010,2021
60647,13361090500000,2020
60647,13354170150000,2016
60647,13352310271003,2021
60647,13264160320000,2017
60647,14311010050000,2020
60647,13252260401006,2020
60647,13253230430000,2019
60647,13253250410000,2019
60647,13353250240000,2019
60647,13351140230000,2022
60647,13253220100000,2022
60647,13354090320000,2017
60647,13264000400000,2017
60647,13263110430000,2017
60647,14311290120000,2017
60647,13354090040000,2021
60647,13361070860000,2017
60647,13361100060000,2017
60647,13363160460000,2021
60647,13361030461012,2021
60647,13362030350000,2022
60647,13354220501008,2022
60647,13363040270000,2022
60647,13361080450000,2021
60647,13363210060000,2021
60647,13252280450000,2018
60647,13264200080000,2021
60647,13364130020000,2019
60647,13352230040000,2019
60647,13352080321052,2019
60647,14311210220000,2022
60647,14311290190000,2022
60647,13361090910000,2017
60647,13264090240000,2021
60647,13364060330000,2021
60647,13362030581001,2021
60647,13354050491009,2021
60647,14313200260000,2021
60647,13364260431001,2021
60647,13352090010000,2020
60647,14313250250000,2020
60647,14313240551289,2020
60647,14313270581004,2021
60647,13354090461015,2020
60647,14313240551072,2020
60647,13263170170000,2019
60647,13264000280000,2017
60647,13364070130000,2017
60647,13364120110000,2017
60647,13363110130000,2017
60647,14311100210000,2020
60647,13253150601016,2020
60647,13362160331007,2020
60647,10364240351016,2017
60647,14301180261033,2017
60647,14313190881002,2019
60647,14313240551216,2020
60647,14313240551153,2020
60647,13353190200000,2020
60647,13364260441003,2020
60647,13363200391006,2021
60647,13361130040000,2017
60647,14313190291097,2017
60647,14313100591022,2017
60647,14313190291079,2017
60647,13351240170000,2020
60647,13354110390000,2018
60647,13254100090000,2017
60647,13362020570000,2017
60647,14313210621009,2017
60647,14313330291065,2021
60647,13362020080000,2022
60647,13362280461098,2022
60647,13364300340000,2022
60647,13354170670000,2021
60647,14311060461004,2021
60647,14313330291032,2021
60647,13361060570000,2021
60647,14313330291026,2021
60647,17061010391001,2021
60647,14313100591027,2022
60647,14311060511002,2022
60647,13264030350000,2021
60647,13264060131005,2020
60647,13352000260000,2022
60647,13362060050000,2018
60647,13264130301024,2018
60647,17061030060000,2018
60647,14311100431007,2021
60647,13263250280000,2020
60647,13253000110000,2020
60647,13352130281003,2021
60647,13352310060000,2022
60647,14313150310000,2022
60647,13351200110000,2021
60647,14313330291037,2021
60647,13254290310000,2019
60647,13253190130000,2019
60647,13252290491008,2019
60647,13363110350000,2019
60647,13353210010000,2021
60647,13251320370000,2016
60647,13354140220000,2016
60647,14311000370000,2016
60647,13362220160000,2016
60647,13362280461075,2022
60647,13263080090000,2022
60647,13361070690000,2022
60647,13253170040000,2020
60647,14303140521006,2022
60647,14313330311005,2022
60647,13354050120000,2022
60647,13364190170000,2020
60647,13362190380000,2021
60647,14311060240000,2021
60647,13363110420000,2020
60647,13361180180000,2020
60647,13364120650000,2022
60647,13361230040000,2022
60647,13364160421016,2016
60647,13263100170000,2016
60647,13263000030000,2016
60647,13354010260000,2021
60647,13364070090000,2021
60647,13353080260000,2019
60647,14313160100000,2020
60647,14303100400000,2020
60647,13363020461001,2020
60647,13352110291006,2020
60647,13263210260000,2021
60647,13362160060000,2021
60647,13362210771003,2018
60647,14303140130000,2021
60647,13363030371040,2022
60647,16021070030000,2022
60647,14313200170000,2022
60647,13362000160000,2021
60647,13361090991002,2021
60647,14303030240000,2021
60647,13253040390000,2019
60647,14311340380000,2019
60647,13361040110000,2020
60647,13363320020000,2019
60647,13364120080000,2020
60647,14311010491003,2017
60647,13264160090000,2018
60647,13254220290000,2021
60647,13254110060000,2017
60647,13363310531013,2017
60647,14311060531002,2022
60647,13263170360000,2022
60647,14313190471062,2022
60647,14313000050000,2019
60647,14313240551016,2021
60647,14313240551263,2021
60647,14313240551227,2021
60647,13362330010000,2020
60647,13363260020000,2020
60647,13363280481005,2020
60647,13351190160000,2021
60647,13352080321046,2022
60647,14301180261104,2019
60647,13354120410000,2019
60647,14313120741003,2019
60647,14312100280000,2021
60647,13364100430000,2022
60647,13352320200000,2022
60647,14303130230000,2017
60647,13354230150000,2021
60647,14311290180000,2016
60647,13364110360000,2016
60647,13353260280000,2021
60647,13263050160000,2021
60647,14313130341015,2016
60647,14311010030000,2020
60647,13364320491008,2020
60647,13263210100000,2021
60647,14311280450000,2021
60647,13361160671019,2021
60647,14311230461002,2017
60647,13361070610000,2021
60647,13363060140000,2022
60647,13254200260000,2022
60647,14311220500000,2022
60647,13352050230000,2020
60647,13254310140000,2020
60647,13254300200000,2022
60647,14313130341031,2016
60647,13364270370000,2020
60647,13364190440000,2022
60647,13352240230000,2022
60647,14311230461008,2017
60647,14311310170000,2017
60647,14313160140000,2017
60647,13364100190000,2018
60647,13263020100000,2017
60647,13362260271001,2017
60647,14311130270000,2019
60647,14313000701017,2020
60647,14313330361004,2021
60647,13351220370000,2021
60647,13264130140000,2021
60647,13351270420000,2021
60647,13361130861049,2021
60647,14313320561012,2019
60647,13361130440000,2020
60647,13364210401070,2016
60647,13364210401121,2016
60647,13364010281008,2016
60647,13364150371105,2017
60647,13263070200000,2017
60647,14313140270000,2016
60647,13253220060000,2022
60647,13354090461051,2022
60647,14311300270000,2022
60647,13353230080000,2019
60647,14313230940000,2019
60647,14314080320000,2020
60647,14313120580000,2020
60647,14313330291059,2020
60647,14311290180000,2021
60647,13263260411009,2021
60647,14313100591008,2016
60647,13363040100000,2022
60647,14311240020000,2016
60647,17061010060000,2016
60647,13364010281021,2016
60647,13253150611007,2021
60647,13254170130000,2021
60647,16012030531006,2020
60647,14313270531002,2020
60647,14311190371001,2020
60647,13251360400000,2019
60647,13254180311002,2019
60647,13264290461005,2019
60647,14313190291214,2019
60647,13264200330000,2020
60647,13352250371022,2022
60647,13363300270000,2022
60647,13254300230000,2022
60647,13364010271005,2022
60647,13263140220000,2021
60647,13254250010000,2017
60647,13353230220000,2021
60647,13352180150000,2017
60647,14311360421001,2021
60647,13254270110000,2021
60647,14311160471001,2022
60647,13254220300000,2016
60647,13253250451011,2020
60647,14311280240000,2016
60647,13351130180000,2016
60647,13363030351007,2021
60647,13364240581009,2021
60647,13353190410000,2017
60647,13354100401013,2018
60647,17061040320000,2020
60647,13351110090000,2021
60647,13363090210000,2021
60647,13352310220000,2021
60647,13362160040000,2016
60647,13361060871001,2022
60647,13254090321014,2022
60647,14311170360000,2022
60647,13363060330000,2016
60647,13363060330000,2017
60647,14311090040000,2021
60647,13264100140000,2021
60647,13351230590000,2021
60647,13362150210000,2021
60647,13364010341011,2020
60647,13361180291001,2020
60647,13353050460000,2022
60647,13362210430000,2021
60647,14313180131029,2019
60647,13352090100000,2021
60647,13354040200000,2022
60647,13351220180000,2016
60647,13263050340000,2017
60647,13361080620000,2021
60647,13364040290000,2021
60647,13353200410000,2021
60647,13364070860000,2021
60647,14311380451001,2021
60647,14313100571021,2020
60647,13361060060000,2016
60647,13263110211007,2020
60647,13364300400000,2020
60647,13364210401162,2021
60647,13364210401009,2021
60647,14313100591030,2021
60647,13254030350000,2021
60647,13364210401142,2021
60647,13354180030000,2021
60647,13364210401153,2021
60647,13361080660000,2021
60647,14313130341013,2022
60647,14313310281041,2022
60647,13354170660000,2017
60647,13363300410000,2017
60647,13364210401012,2017
60647,13362160331012,2017
60647,13364020470000,2017
60647,13363270160000,2020
60647,14311370060000,2020
60647,13353080010000,2020
60647,13351070190000,2020
60647,14313100571059,2020
60647,13253070791004,2019
60647,13354000220000,2019
60647,13263110201004,2019
60647,13362220010000,2019
60647,13364210401071,2017
60647,13361000341055,2022
60647,13263020420000,2021
60647,14311380451016,2021
60647,13263240180000,2017
60647,13253080180000,2021
60647,14311040471006,2019
60647,13354150090000,2021
60647,13362100120000,2021
60647,13351240400000,2021
60647,14311190351007,2020
60647,14313240551204,2016
60647,14313240551006,2016
60647,13352240461005,2017
60647,13362250020000,2017
60647,13263200090000,2017
60647,13362230090000,2017
60647,14313320590000,2021
60647,13364140120000,2021
60647,14313240551100,2016
60647,13352120261011,2016
60647,13254280160000,2016
60647,14311180100000,2017
60647,13361220231004,2020
60647,14311260230000,2016
60647,13363230270000,2017
60647,13262250380000,2017
60647,13364110310000,2021
60647,13253070040000,2021
60647,14313190010000,2021
60647,13364120841004,2021
60647,13361130841005,2016
60647,13353240270000,2017
60647,14313190481025,2021
60647,14313190471015,2019
60647,14313281211004,2021
60647,13263270130000,2022
60647,13252270441007,2019
60647,13354180250000,2019
60647,13354190480000,2021
60647,14313280110000,2021
60647,14313281131006,2021
60647,13364310080000,2017
60647,14311390300000,2017
60647,13351140020000,2022
60647,13263090220000,2022
60647,13254290260000,2022
60647,14311280220000,2022
60647,13263230290000,2021
60647,13251290370000,2021
60647,13363230110000,2021
60647,14313310050000,2021
60647,14313190291226,2016
60647,14313010010000,2016
60647,13361010360000,2020
60647,13263000140000,2020
60647,13263220100000,2020
60647,13354090461053,2016
60647,13362200271003,2022
60647,13352190170000,2022
60647,14311390120000,2017
60647,13364280421004,2019
60647,13263220050000,2019
60647,13352080321026,2020
60647,13253160340000,2020
60647,13361010250000,2020
60647,13264240350000,2018
60647,14311050290000,2018
60647,13363040421010,2022
60647,13352330341013,2021
60647,13253140760000,2020
60647,13352080321002,2020
60647,14313210621011,2016
60647,13253180320000,2016
60647,13361160581005,2016
60647,13264010040000,2022
60647,13364220480000,2019
60647,13353210160000,2017
60647,13363190120000,2020
60647,13362270060000,2020
60647,13362060030000,2020
60647,14311320250000,2022
60647,13253150200000,2022
60647,13361160671012,2022
60647,13363260020000,2022
60647,13353050080000,2022
60647,13264250330000,2021
60647,13362300300000,2021
60647,14313280690000,2021
60647,13253150631005,2021
60647,13263240361015,2021
60647,13351160240000,2022
60647,13264130331005,2022
60647,13263080280000,2021
60647,14311320450000,2016
60647,13352150190000,2016
60647,13351210420000,2016
60647,13361090080000,2020
60647,13354170750000,2019
60647,13362290590000,2019
60647,14311010530000,2016
60647,13352290311007,2021
60647,13361130901003,2021
60647,14313190501024,2016
60647,13364220471003,2016
60647,13253220080000,2016
60647,13363180230000,2020
60647,13362210330000,2022
60647,16021030050000,2022
60647,13264000240000,2021
60647,13362010310000,2021
60647,13362280461006,2021
60647,13264280150000,2021
60647,13352340250000,2021
60647,13361090020000,2019
60647,13262270350000,2016
60647,13364160010000,2016
60647,13364150371115,2016
60647,14313190291042,2018
60647,13263120381009,2017
60647,13253250491011,2017
60647,16022010140000,2017
60647,13261300240000,2016
60647,13364150371109,2016
60647,13353010430000,2021
60647,13254150150000,2016
60647,13352230291009,2020
60647,13351210180000,2020
60647,14313220401002,2020
60647,13363030321002,2020
60647,13363090250000,2017
60647,13254250330000,2021
60647,16012030531008,2021
60647,13352240411007,2020
60647,13253070450000,2021
60647,13361060240000,2021
60647,13364310090000,2021
60647,13351040070000,2022
60647,14311060080000,2022
60647,13362240010000,2016
60647,13263120381011,2016
60647,13352290040000,2017
60647,13354090510000,2017
60647,13353010030000,2017
60647,13362210720000,2021
60647,14313250480000,2021
60647,14311070401003,2021
60647,14313040461007,2018
60647,13363100270000,2020
60647,13362020320000,2020
60647,13354010010000,2020
60647,17061000050000,2022
60647,13352030040000,2021
60647,16012030531006,2021
60647,14313281251005,2021
60647,14311130310000,2017
60647,14311290030000,2019
60647,14311350190000,2021
60647,13362120361002,2021
60647,14313180141096,2021
60647,13351200100000,2022
60647,13361220080000,2022
60647,14313190501004,2022
60647,13351040040000,2017
60647,14303150060000,2017
60647,16021020070000,2017
60647,14313140130000,2016
60647,13353130060000,2016
60647,13261270200000,2017
60647,13264130331003,2017
60647,13363010120000,2017
60647,13364290291002,2017
60647,14311070421002,2021
60647,13352040020000,2021
60647,13362290050000,2016
60647,13362030551003,2017
60647,13352280060000,2022
60647,13363110220000,2022
60647,13253060680000,2022
60647,13253260040000,2022
60647,13254260220000,2016
60647,13361200100000,2016
60647,13263090370000,2017
60647,13253060170000,2017
60647,14303140551001,2017
60647,13364270450000,2019
60647,14311040180000,2019
60647,14312080691003,2020
60647,14313020541002,2020
60647,13364210270000,2021
60647,14311210170000,2021
60647,13354110260000,2016
60647,13351130130000,2019
60647,13354090461050,2019
60647,13354220470000,2019
60647,13351250080000,2021
60647,14313180131066,2021
60647,13352160140000,2017
60647,14311090040000,2019
60647,14313300210000,2017
60647,13362030621012,2022
60647,13364060490000,2022
60647,13364240160000,2022
60647,13352070010000,2021
60647,13351230390000,2021
60647,13254070350000,2019
60647,13354000040000,2019
60647,13354090461077,2019
60647,13352180230000,2019
60647,14313281061002,2019
60647,13364130300000,2020
60647,14311380320000,2018
60647,13352200130000,2018
60647,13252260381001,2019
60647,14313210621082,2020
60647,14313210621028,2020
60647,13361080480000,2021
60647,13263120381013,2021
60647,14313310331001,2021
60647,13354110350000,2020
60647,13353130290000,2020
60647,13351200130000,2017
60647,13361160591005,2017
60647,14313250150000,2017
60647,13353280050000,2019
60647,14313210621022,2020
60647,13254250371005,2020
60647,13364100330000,2020
60647,14311370430000,2017
60647,13353250430000,2019
60647,13263080110000,2022
60647,13363070080000,2022
60647,13363040381016,2022
60647,13362070210000,2022
60647,13354000050000,2019
60647,13364130370000,2021
60647,13253020460000,2022
60647,13363150150000,2022
60647,14313281281011,2022
60647,13362300780000,2020
60647,13352330230000,2020
60647,13364010271069,2020
60647,13353260070000,2020
60647,14311030370000,2022
60647,14311360040000,2022
60647,13351020240000,2017
60647,14313020541001,2017
60647,14311050361002,2017
60647,13352170311004,2022
60647,13364100250000,2022
60647,13253080200000,2017
60647,13354190490000,2021
60647,13363040250000,2021
60647,13363000291004,2016
60647,14313130050000,2022
60647,13352170080000,2021
60647,13364020340000,2021
60647,13354120040000,2020
60647,13361060760000,2021
60647,13353270150000,2021
60647,13351040160000,2021
60647,13353010351003,2019
60647,13363000291002,2016
60647,14313190291186,2021
60647,13362030280000,2021
60647,13364140441001,2021
60647,13263020290000,2021
60647,13264210080000,2019
60647,14311260320000,2019
60647,14311050050000,2020
60647,13364010271011,2020
60647,14311370471019,2017
60647,14313280460000,2017
60647,13352130281004,2022
60647,13254260100000,2020
60647,16021070040000,2017
60647,13364020340000,2016
60647,13351110300000,2016
60647,13363260240000,2016
60647,13352240480000,2016
60647,14303100300000,2017
60647,13362230290000,2022
60647,14311380441001,2022
60647,13363080120000,2022
60647,14313220410000,2022
60647,14301180261057,2022
60647,14311360220000,2022
60647,14313210621082,2021
60647,13364100511007,2021
60647,13364230410000,2019
60647,13363080180000,2019
60647,14313060230000,2019
60647,13253230180000,2020
60647,13263170360000,2020
60647,14311220321006,2020
60647,13362320200000,2020
60647,13352190150000,2020
60647,14311380100000,2020
60647,13352270200000,2021
60647,14313210621012,2021
60647,14301170350000,2020
60647,13253080211008,2016
60647,13361070900000,2016
60647,14313300350000,2019
60647,13352260100000,2022
60647,13261280200000,2022
60647,13363170400000,2017
60647,13351260230000,2017
60647,13354020280000,2020
60647,13363300450000,2022
60647,13364100040000,2022
60647,13264230280000,2020
60647,13362270780000,2020
60647,14313000691014,2020
60647,13351230570000,2021
60647,13364320491006,2021
60647,13263090280000,2019
60647,13354160260000,2021
60647,13263160290000,2022
60647,13352000170000,2020
60647,14313000691066,2020
60647,14313190291172,2020
60647,13364300481001,2020
60647,14311010470000,2016
60647,13352190040000,2016
60647,13361130861001,2022
60647,13362330010000,2022
60647,13264210270000,2021
60647,13362120350000,2021
60647,16012030030000,2021
60647,13254060461004,2021
60647,13363260411026,2022
60647,13363260411008,2022
60647,14311380501006,2020
60647,13264220170000,2020
60647,13264290471010,2020
60647,13351220160000,2020
60647,13362140150000,2020
60647,13363060110000,2020
60647,13363160460000,2017
60647,13364200100000,2020
60647,14311380501005,2020
60647,13253100230000,2022
60647,14313190471082,2016
60647,14313160300000,2016
60647,14311350260000,2016
60647,13361120140000,2016
60647,13253030340000,2020
60647,13354110250000,2021
60647,13264180110000,2021
60647,13262240170000,2022
60647,13264260240000,2022
60647,13354160360000,2018
60647,13354130170000,2020
60647,13353190210000,2020
60647,14313310281018,2020
60647,14313320490000,2020
60647,13264190240000,2021
60647,14313310301009,2016
60647,13254090050000,2016
60647,16012020260000,2017
60647,13364010281112,2019
60647,14311140350000,2019
60647,13362210690000,2019
60647,13264130301028,2022
60647,13354200290000,2022
60647,13263220390000,2022
60647,13351270180000,2022
60647,13354190330000,2016
60647,13253130190000,2016
60647,13252270441012,2020
60647,14311390020000,2021
60647,13361100081011,2021
60647,14311070431003,2020
60647,13364010321033,2020
60647,14313160070000,2020
60647,14313070230000,2020
60647,14313190471022,2020
60647,13352250050000,2021
60647,13364010271071,2017
60647,13352080321042,2017
60647,13364010271053,2017
60647,13352080321006,2017
60647,13264250290000,2017
60647,14313190471060,2017
60647,13263160270000,2021
60647,14311210020000,2021
60647,14311320390000,2020
60647,13361050400000,2020
60647,13353260790000,2020
60647,13252260411004,2020
60647,13361080500000,2021
60647,14301180261077,2021
60647,16012040080000,2021
60647,16012030521002,2021
60647,13362120200000,2017
60647,14313190471084,2017
60647,13263150270000,2022
60647,13362100151001,2022
60647,13263270270000,2020
60647,13354020270000,2020
60647,14313190471102,2020
60647,14303150330000,2016
60647,13363140411001,2020
60647,13354110541001,2021
60647,13263060170000,2021
60647,13351200350000,2021
60647,13364260150000,2019
60647,14313190471099,2020
60647,14313190471026,2020
60647,13264130331005,2020
60647,13361170220000,2020
60647,13352230090000,2020
60647,13364070600000,2022
60647,13362280461023,2017
60647,13351250300000,2022
60647,13253140440000,2021
60647,13352340250000,2017
60647,13361070981001,2017
60647,13362000090000,2020
60647,13352280130000,2022
60647,13362140251019,2022
60647,13254200030000,2018
60647,13353040120000,2018
60647,14313281201002,2016
60647,14311200130000,2022
60647,13351160140000,2016
60647,13253170090000,2021
60647,13352010070000,2019
60647,14311160391003,2020
60647,13362280461095,2020
60647,13362280461059,2020
60647,13363040080000,2016
60647,13352330361005,2022
60647,13354100330000,2022
60647,14311210040000,2022
60647,13364190350000,2020
60647,13354170090000,2020
60647,14313180141097,2020
60647,13261240440000,2020
60647,13263290430000,2021
60647,13353200180000,2018
60647,14313000691027,2016
60647,14313020310000,2020
60647,14313030180000,2020
60647,13253070250000,2020
60647,13254050280000,2018
60647,13354110170000,2021
60647,13354130240000,2016
60647,13263130180000,2016
60647,13254280150000,2021
60647,14311140411001,2020
60647,13263100350000,2020
60647,13354070300000,2020
60647,13254290370000,2022
60647,13361010360000,2022
60647,14311320380000,2022
60647,14313000691068,2022
60647,13364120160000,2016
60647,13352360351001,2016
60647,13362040220000,2017
60647,13262280410000,2017
60647,13363200140000,2017
60647,13254070320000,2022
60647,13354020180000,2022
60647,13362000241004,2017
60647,14313170230000,2021
60647,13263060280000,2021
60647,13364020370000,2021
60647,13362260271004,2021
60647,13352210321003,2021
60647,13264000080000,2016
60647,13363170360000,2021
60647,13352030110000,2020
60647,13263090411001,2020
60647,14313260781002,2020
60647,13362070281018,2021
60647,14313190471008,2021
60647,14303030080000,2016
60647,14313000640000,2016
60647,13253200590000,2017
60647,13362290881003,2021
60647,13363280400000,2020
60647,14313281131020,2020
60647,13252290140000,2021
60647,13352290040000,2019
60647,14313190861004,2019
60647,14311110210000,2021
60647,13253240260000,2017
60647,13364260360000,2020
60647,13352130281010,2020
60647,13353270180000,2020
60647,13254210020000,2021
60647,14313010030000,2021
60647,14313240551135,2022
60647,14313180141049,2016
60647,13362160220000,2016
60647,13362320281009,2016
60647,13362090030000,2022
60647,13353280200000,2022
60647,14313100571025,2019
60647,13254160220000,2017
60647,13253090140000,2017
60647,13264070100000,2016
60647,13364080120000,2017
60647,13264090410000,2017
60647,13254240250000,2017
60647,13361150480000,2019
60647,13362280411058,2022
60647,13253080130000,2022
60647,13362280411021,2022
60647,13253100010000,2022
60647,13362280411007,2022
60647,13263250110000,2017
60647,13363090291005,2017
60647,13352140220000,2017
60647,14313070080000,2017
60647,13263180100000,2021
60647,14311340110000,2021
60647,14313060320000,2021
60647,14313270701009,2018
60647,14311240330000,2018
60647,13364260050000,2018
60647,14311250270000,2018
60647,14313281131024,2022
60647,14313210670000,2021
60647,13354180360000,2021
60647,13353180110000,2017
60647,14313300391022,2017
60647,14313330291024,2017
60647,14313140010000,2022
60647,13264270300000,2021
60647,13364080320000,2020
60647,11303080200000,2021
60647,13361160641004,2019
60647,13264120070000,2021
60647,13253150711012,2021
60647,13363050421004,2022
60647,13361180301001,2022
60647,14311030160000,2022
60647,16012050100000,2016
60647,13253130260000,2021
60647,13364040421006,2021
60647,13254310330000,2017
60647,13353010321001,2017
60647,14312130170000,2017
60647,14313330220000,2021
60647,13364230501004,2021
60647,13253050070000,2020
60647,13264100010000,2020
60647,13351110270000,2020
60647,13263220340000,2020
60647,13362280461040,2016
60647,13263060120000,2016
60647,14311230441004,2017
60647,13263170210000,2017
60647,14313170080000,2017
60647,13361080630000,2021
60647,13354130310000,2020
60647,13351250190000,2020
60647,13364150371019,2020
60647,13362280461004,2016
60647,13264100420000,2022
60647,14313040450000,2017
60647,13253020491004,2022
60647,13263160260000,2016
60647,13354020330000,2020
60647,13351120040000,2020
60647,13253150741002,2021
60647,13352080321055,2021
60647,13362270390000,2021
60647,13352080321014,2021
60647,13352020110000,2021
60647,13352280110000,2021
60647,13352240210000,2021
60647,13263260400000,2021
60647,13264170150000,2020
60647,13363240020000,2017
60647,13352250290000,2017
60647,13353160130000,2017
60647,13363210030000,2017
60647,13362140130000,2017
60647,14313010441005,2022
60647,13362250080000,2021
60647,14311190200000,2016
60647,13354200440000,2016
60647,13364020270000,2020
60647,13363030090000,2020
60647,14313240551085,2020
60647,14301180261001,2017
60647,14313040350000,2019
60647,14311060551003,2019
60647,14311200110000,2018
60647,13362080290000,2018
60647,13253200851005,2016
60647,13354090461064,2020
60647,13352350280000,2022
60647,13264030180000,2022
60647,17061020141007,2017
60647,13351240010000,2017
60647,13362280380000,2017
60647,13263040210000,2017
60647,14313100591040,2017
60647,13351190200000,2022
60647,14313240551247,2020
60647,14313090210000,2020
60647,13363310531007,2020
60647,13353150250000,2021
60647,13263190411001,2022
60647,13362260190000,2022
60647,14313210621085,2022
60647,13264030100000,2021
60647,13361150260000,2021
60647,13263170380000,2020
60647,14311230190000,2020
60647,13361080590000,2022
60647,13353140381013,2022
60647,13253180270000,2022
60647,13263020150000,2019
60647,13254290060000,2020
60647,13362080090000,2022
60647,14313330291009,2021
60647,13362030090000,2021
60647,14313210621049,2017
60647,14313310321011,2020
60647,13362070281049,2020
60647,13351040060000,2021
60647,14311030330000,2021
60647,13362280461101,2022
60647,14313100571044,2021
60647,13251340370000,2017
60647,13352050060000,2017
60647,13362270490000,2017
60647,13252290180000,2017
60647,13362280461005,2022
60647,13351060310000,2021
60647,13361050110000,2021
60647,13254220130000,2021
60647,13364160421018,2017
60647,13263260230000,2016
60647,13264130150000,2016
60647,14313240551182,2021
60647,13364020511005,2021
60647,14303140551002,2019
60647,13254270491006,2022
60647,13352150130000,2022
60647,13364320310000,2022
60647,14311140350000,2020
60647,14313281151003,2019
60647,13254170030000,2018
60647,13263060270000,2018
60647,14313180141068,2017
60647,14313190871003,2017
60647,14311130270000,2021
60647,14313190660000,2016
60647,13351170380000,2016
60647,13364010321015,2016
60647,13254060250000,2016
60647,13263040310000,2019
60647,13362220120000,2020
60647,14303030090000,2022
60647,13253150601009,2021
60647,13363250290000,2022
60647,13353080300000,2021
60647,13353110300000,2021
60647,13363220110000,2021
60647,13363240421001,2021
60647,13353240070000,2016
60647,13264000260000,2016
60647,13351080070000,2017
60647,14313190881001,2017
60647,14313180141144,2017
60647,13354060410000,2021
60647,13362000150000,2021
60647,13363030351008,2017
60647,14311240390000,2017
60647,13253190320000,2016
60647,13362270720000,2016
60647,13264030240000,2016
60647,13361000341030,2019
60647,13361110241001,2018
60647,13364200490000,2020
60647,13352290010000,2020
60647,13263240290000,2020
60647,13352040281008,2019
60647,13264100220000,2021
60647,14311290350000,2017
60647,14311110030000,2019
60647,13364250030000,2019
60647,13364190551001,2019
60647,13264030060000,2019
60647,13362220300000,2022
60647,14313180141029,2022
60647,13363290210000,2020
60647,13361070340000,2020
60647,13364210401184,2018
60647,13263040030000,2018
60647,13364230330000,2020
60647,13352020110000,2020
60647,13264280110000,2020
60647,13353160370000,2021
60647,14311210271003,2021
60647,14313180141187,2022
60647,13354070320000,2016
60647,13361130861023,2017
60647,14311040040000,2017
60647,13361090870000,2021
60647,13351280321003,2022
60647,14313040110000,2022
60647,14313180141111,2022
60647,13253080190000,2016
60647,13264290100000,2021
60647,14313270120000,2021
60647,13264110408001,2021
60647,14303150240000,2021
60647,13263170200000,2022
60647,14313180141185,2022
60647,13264030150000,2019
60647,13353270060000,2022
60647,13254250130000,2020
60647,13352040281001,2020
60647,13263300230000,2019
60647,17061020130000,2019
60647,14311170300000,2019
60647,14311190180000,2019
60647,13361100091001,2020
60647,14313120731017,2022
60647,14313240551276,2019
60647,14313240510000,2019
60647,13253160160000,2020
60647,14313270340000,2018
60647,13361110211004,2018
60647,13353030370000,2018
60647,13362330220000,2022
60647,13361130891001,2022
60647,13253050440000,2021
60647,13253170030000,2020
60647,14313170080000,2021
60647,13362170231003,2021
60647,13363310110000,2021
60647,13253200480000,2021
60647,14313220150000,2020
60647,13361150600000,2022
60647,13361091041003,2018
60647,13264120050000,2018
60647,13361110241017,2020
60647,13364270200000,2016
60647,13364210401115,2016
60647,13253070250000,2022
60647,13353000300000,2022
60647,14313230270000,2021
60647,13362050080000,2021
60647,14313260761006,2021
60647,13253150380000,2017
60647,13254120311002,2017
60647,13361130891021,2022
60647,13354090461092,2022
60647,13353270040000,2020
60647,13354000461018,2021
60647,13352210260000,2021
60647,13362330190000,2021
60647,13263080230000,2022
60647,13353200090000,2019
60647,13364230220000,2019
60647,14313000691062,2019
60647,13362140230000,2019
60647,13362080020000,2019
60647,13364150800000,2019
60647,14313000691063,2019
60647,13253120130000,2021
60647,13254310150000,2021
60647,13362040010000,2021
60647,13263270160000,2017
60647,14311320290000,2021
60647,13364040320000,2021
60647,13264230340000,2022
60647,13253250491014,2022
60647,14303190490000,2022
60647,13364060360000,2016
60647,13263200140000,2017
60647,13263020210000,2020
60647,13354150070000,2019
60647,13362140251043,2019
60647,13364110040000,2016
60647,13264280140000,2017
60647,13362040060000,2022
60647,13254230370000,2016
60647,13254020390000,2016
60647,13264020200000,2017
60647,14311390130000,2017
60647,13263030310000,2020
60647,13362180060000,2018
60647,13352290030000,2018
60647,13352020100000,2019
60647,13351210070000,2017
60647,13364310220000,2019
60647,14313180131047,2019
60647,13364170270000,2017
60647,13363270180000,2017
